epoch,loss,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
0,3.94547700881958,1.615439772605896,3.5961177349090576,3.246213436126709,1.3846595287322998,2.9972281455993652,1.3846595287322998,2.9972281455993652,1.615439772605896,3.5961177349090576
1,2.885143280029297,1.343496322631836,2.6515567302703857,3.433924436569214,1.4028489589691162,3.2307920455932617,1.4028489589691162,3.2307920455932617,1.343496322631836,2.6515567302703857
2,3.691619396209717,1.5279864072799683,3.533041477203369,3.7237720489501953,1.4427030086517334,3.4321775436401367,1.4427030086517334,3.4321775436401367,1.5279864072799683,3.533041477203369
3,2.926905870437622,1.3708194494247437,2.7428977489471436,3.2529358863830566,1.373250961303711,3.023531198501587,1.373250961303711,3.023531198501587,1.3708194494247437,2.7428977489471436
4,2.9076156616210938,1.3333317041397095,2.7225852012634277,3.2291030883789062,1.3543058633804321,2.9662232398986816,1.3543058633804321,2.9662232398986816,1.3333317041397095,2.7225852012634277
5,2.369086742401123,1.232526421546936,2.191199541091919,2.66489839553833,1.2389954328536987,2.4467613697052,1.2389954328536987,2.4467613697052,1.232526421546936,2.191199541091919
6,1.8600666522979736,1.041041612625122,1.6855442523956299,2.6473817825317383,1.2130528688430786,2.35914945602417,1.2130528688430786,2.35914945602417,1.041041612625122,1.6855442523956299
7,2.5809714794158936,1.2644184827804565,2.3313815593719482,2.493760108947754,1.19590163230896,2.1112492084503174,1.19590163230896,2.1112492084503174,1.2644184827804565,2.3313815593719482
8,2.5933988094329834,1.2809351682662964,2.3173911571502686,2.4530913829803467,1.1847554445266724,2.0591495037078857,1.1847554445266724,2.0591495037078857,1.2809351682662964,2.3173911571502686
9,2.736128568649292,1.3409903049468994,2.5014331340789795,2.587656259536743,1.1901938915252686,2.220531463623047,1.1901938915252686,2.220531463623047,1.3409903049468994,2.5014331340789795
10,2.4720327854156494,1.212769627571106,2.2360644340515137,2.236018657684326,1.1276192665100098,1.8639287948608398,1.1276192665100098,1.8639287948608398,1.212769627571106,2.2360644340515137
11,3.283623456954956,1.3913923501968384,2.9389231204986572,2.400202989578247,1.1591078042984009,2.0425357818603516,1.1591078042984009,2.0425357818603516,1.3913923501968384,2.9389231204986572
12,2.1514105796813965,1.1203691959381104,1.8689119815826416,2.8285157680511475,1.2225817441940308,2.399235725402832,1.2225817441940308,2.399235725402832,1.1203691959381104,1.8689119815826416
13,2.777588129043579,1.2749871015548706,2.4856343269348145,2.4802818298339844,1.178518295288086,2.172236442565918,1.178518295288086,2.172236442565918,1.2749871015548706,2.4856343269348145
14,1.9875524044036865,1.083900809288025,1.7358982563018799,2.219905376434326,1.1198891401290894,1.9219237565994263,1.1198891401290894,1.9219237565994263,1.083900809288025,1.7358982563018799
15,1.811030387878418,1.014230489730835,1.5919835567474365,2.155341148376465,1.101012110710144,1.8193109035491943,1.101012110710144,1.8193109035491943,1.014230489730835,1.5919835567474365
16,2.407609462738037,1.2158803939819336,2.15686297416687,2.186129093170166,1.1112951040267944,1.8213098049163818,1.1112951040267944,1.8213098049163818,1.2158803939819336,2.15686297416687
17,2.587289571762085,1.269544005393982,2.282256841659546,2.2317168712615967,1.1360764503479004,1.942419409751892,1.1360764503479004,1.942419409751892,1.269544005393982,2.282256841659546
18,2.4893205165863037,1.2565393447875977,2.2493197917938232,2.1598336696624756,1.0912160873413086,1.822684407234192,1.0912160873413086,1.822684407234192,1.2565393447875977,2.2493197917938232
19,2.6033003330230713,1.2343690395355225,2.347153663635254,2.208806276321411,1.1308740377426147,1.9092931747436523,1.1308740377426147,1.9092931747436523,1.2343690395355225,2.347153663635254
20,2.8424184322357178,1.2664053440093994,2.4531164169311523,2.235485076904297,1.1195882558822632,1.9135191440582275,1.1195882558822632,1.9135191440582275,1.2664053440093994,2.4531164169311523
21,2.2693004608154297,1.13719642162323,1.9800496101379395,2.3073220252990723,1.121020793914795,1.9963533878326416,1.121020793914795,1.9963533878326416,1.13719642162323,1.9800496101379395
22,2.637542247772217,1.2395260334014893,2.329714298248291,2.2874722480773926,1.1204774379730225,1.9737576246261597,1.1204774379730225,1.9737576246261597,1.2395260334014893,2.329714298248291
23,1.7265888452529907,0.9846392273902893,1.4854283332824707,2.173184394836426,1.1039321422576904,1.8949347734451294,1.1039321422576904,1.8949347734451294,0.9846392273902893,1.4854283332824707
24,2.057790517807007,1.0850595235824585,1.7998757362365723,2.286663770675659,1.1290706396102905,1.9051250219345093,1.1290706396102905,1.9051250219345093,1.0850595235824585,1.7998757362365723
25,2.1621108055114746,1.1453052759170532,1.9024862051010132,2.1393544673919678,1.0899831056594849,1.7988303899765015,1.0899831056594849,1.7988303899765015,1.1453052759170532,1.9024862051010132
26,2.734544515609741,1.3110699653625488,2.4063985347747803,2.198641777038574,1.0998636484146118,1.8799853324890137,1.0998636484146118,1.8799853324890137,1.3110699653625488,2.4063985347747803
27,2.347533941268921,1.1957545280456543,2.0938572883605957,2.0907180309295654,1.0713237524032593,1.723303198814392,1.0713237524032593,1.723303198814392,1.1957545280456543,2.0938572883605957
28,2.798642158508301,1.2642736434936523,2.49676251411438,2.2267229557037354,1.117424726486206,1.9391803741455078,1.117424726486206,1.9391803741455078,1.2642736434936523,2.49676251411438
29,2.507981300354004,1.1848734617233276,2.122637987136841,2.2834255695343018,1.1066288948059082,1.9465086460113525,1.1066288948059082,1.9465086460113525,1.1848734617233276,2.122637987136841
30,2.570218801498413,1.2004653215408325,2.255580425262451,2.2726378440856934,1.1272077560424805,1.9882367849349976,1.1272077560424805,1.9882367849349976,1.2004653215408325,2.255580425262451
